Image,Mask
D:\Data\kits19\kits19segmentationstep1/Image/104_14.npy,D:\Data\kits19\kits19segmentationstep1/Mask/104_14.npy
D:\Data\kits19\kits19segmentationstep1/Image/104_18.npy,D:\Data\kits19\kits19segmentationstep1/Mask/104_18.npy
D:\Data\kits19\kits19segmentationstep1/Image/104_19.npy,D:\Data\kits19\kits19segmentationstep1/Mask/104_19.npy
D:\Data\kits19\kits19segmentationstep1/Image/104_20.npy,D:\Data\kits19\kits19segmentationstep1/Mask/104_20.npy
D:\Data\kits19\kits19segmentationstep1/Image/104_21.npy,D:\Data\kits19\kits19segmentationstep1/Mask/104_21.npy
D:\Data\kits19\kits19segmentationstep1/Image/104_22.npy,D:\Data\kits19\kits19segmentationstep1/Mask/104_22.npy
D:\Data\kits19\kits19segmentationstep1/Image/104_23.npy,D:\Data\kits19\kits19segmentationstep1/Mask/104_23.npy
D:\Data\kits19\kits19segmentationstep1/Image/104_24.npy,D:\Data\kits19\kits19segmentationstep1/Mask/104_24.npy
D:\Data\kits19\kits19segmentationstep1/Image/104_25.npy,D:\Data\kits19\kits19segmentationstep1/Mask/104_25.npy
D:\Data\kits19\kits19segmentationstep1/Image/104_26.npy,D:\Data\kits19\kits19segmentationstep1/Mask/104_26.npy
D:\Data\kits19\kits19segmentationstep1/Image/104_27.npy,D:\Data\kits19\kits19segmentationstep1/Mask/104_27.npy
D:\Data\kits19\kits19segmentationstep1/Image/104_28.npy,D:\Data\kits19\kits19segmentationstep1/Mask/104_28.npy
D:\Data\kits19\kits19segmentationstep1/Image/104_29.npy,D:\Data\kits19\kits19segmentationstep1/Mask/104_29.npy
D:\Data\kits19\kits19segmentationstep1/Image/104_33.npy,D:\Data\kits19\kits19segmentationstep1/Mask/104_33.npy
D:\Data\kits19\kits19segmentationstep1/Image/104_34.npy,D:\Data\kits19\kits19segmentationstep1/Mask/104_34.npy
D:\Data\kits19\kits19segmentationstep1/Image/104_35.npy,D:\Data\kits19\kits19segmentationstep1/Mask/104_35.npy
D:\Data\kits19\kits19segmentationstep1/Image/105_13.npy,D:\Data\kits19\kits19segmentationstep1/Mask/105_13.npy
D:\Data\kits19\kits19segmentationstep1/Image/105_14.npy,D:\Data\kits19\kits19segmentationstep1/Mask/105_14.npy
D:\Data\kits19\kits19segmentationstep1/Image/105_15.npy,D:\Data\kits19\kits19segmentationstep1/Mask/105_15.npy
D:\Data\kits19\kits19segmentationstep1/Image/105_16.npy,D:\Data\kits19\kits19segmentationstep1/Mask/105_16.npy
D:\Data\kits19\kits19segmentationstep1/Image/105_19.npy,D:\Data\kits19\kits19segmentationstep1/Mask/105_19.npy
D:\Data\kits19\kits19segmentationstep1/Image/105_20.npy,D:\Data\kits19\kits19segmentationstep1/Mask/105_20.npy
D:\Data\kits19\kits19segmentationstep1/Image/105_21.npy,D:\Data\kits19\kits19segmentationstep1/Mask/105_21.npy
D:\Data\kits19\kits19segmentationstep1/Image/105_22.npy,D:\Data\kits19\kits19segmentationstep1/Mask/105_22.npy
D:\Data\kits19\kits19segmentationstep1/Image/105_25.npy,D:\Data\kits19\kits19segmentationstep1/Mask/105_25.npy
D:\Data\kits19\kits19segmentationstep1/Image/105_26.npy,D:\Data\kits19\kits19segmentationstep1/Mask/105_26.npy
D:\Data\kits19\kits19segmentationstep1/Image/105_27.npy,D:\Data\kits19\kits19segmentationstep1/Mask/105_27.npy
D:\Data\kits19\kits19segmentationstep1/Image/105_28.npy,D:\Data\kits19\kits19segmentationstep1/Mask/105_28.npy
D:\Data\kits19\kits19segmentationstep1/Image/106_13.npy,D:\Data\kits19\kits19segmentationstep1/Mask/106_13.npy
D:\Data\kits19\kits19segmentationstep1/Image/106_14.npy,D:\Data\kits19\kits19segmentationstep1/Mask/106_14.npy
D:\Data\kits19\kits19segmentationstep1/Image/106_15.npy,D:\Data\kits19\kits19segmentationstep1/Mask/106_15.npy
D:\Data\kits19\kits19segmentationstep1/Image/106_16.npy,D:\Data\kits19\kits19segmentationstep1/Mask/106_16.npy
D:\Data\kits19\kits19segmentationstep1/Image/106_17.npy,D:\Data\kits19\kits19segmentationstep1/Mask/106_17.npy
D:\Data\kits19\kits19segmentationstep1/Image/106_18.npy,D:\Data\kits19\kits19segmentationstep1/Mask/106_18.npy
D:\Data\kits19\kits19segmentationstep1/Image/106_19.npy,D:\Data\kits19\kits19segmentationstep1/Mask/106_19.npy
D:\Data\kits19\kits19segmentationstep1/Image/106_20.npy,D:\Data\kits19\kits19segmentationstep1/Mask/106_20.npy
D:\Data\kits19\kits19segmentationstep1/Image/106_21.npy,D:\Data\kits19\kits19segmentationstep1/Mask/106_21.npy
D:\Data\kits19\kits19segmentationstep1/Image/106_22.npy,D:\Data\kits19\kits19segmentationstep1/Mask/106_22.npy
D:\Data\kits19\kits19segmentationstep1/Image/106_23.npy,D:\Data\kits19\kits19segmentationstep1/Mask/106_23.npy
D:\Data\kits19\kits19segmentationstep1/Image/106_24.npy,D:\Data\kits19\kits19segmentationstep1/Mask/106_24.npy
D:\Data\kits19\kits19segmentationstep1/Image/106_25.npy,D:\Data\kits19\kits19segmentationstep1/Mask/106_25.npy
D:\Data\kits19\kits19segmentationstep1/Image/106_26.npy,D:\Data\kits19\kits19segmentationstep1/Mask/106_26.npy
D:\Data\kits19\kits19segmentationstep1/Image/106_27.npy,D:\Data\kits19\kits19segmentationstep1/Mask/106_27.npy
D:\Data\kits19\kits19segmentationstep1/Image/106_28.npy,D:\Data\kits19\kits19segmentationstep1/Mask/106_28.npy
D:\Data\kits19\kits19segmentationstep1/Image/106_29.npy,D:\Data\kits19\kits19segmentationstep1/Mask/106_29.npy
D:\Data\kits19\kits19segmentationstep1/Image/107_15.npy,D:\Data\kits19\kits19segmentationstep1/Mask/107_15.npy
D:\Data\kits19\kits19segmentationstep1/Image/107_16.npy,D:\Data\kits19\kits19segmentationstep1/Mask/107_16.npy
D:\Data\kits19\kits19segmentationstep1/Image/107_17.npy,D:\Data\kits19\kits19segmentationstep1/Mask/107_17.npy
D:\Data\kits19\kits19segmentationstep1/Image/107_18.npy,D:\Data\kits19\kits19segmentationstep1/Mask/107_18.npy
D:\Data\kits19\kits19segmentationstep1/Image/107_19.npy,D:\Data\kits19\kits19segmentationstep1/Mask/107_19.npy
D:\Data\kits19\kits19segmentationstep1/Image/107_20.npy,D:\Data\kits19\kits19segmentationstep1/Mask/107_20.npy
D:\Data\kits19\kits19segmentationstep1/Image/107_21.npy,D:\Data\kits19\kits19segmentationstep1/Mask/107_21.npy
D:\Data\kits19\kits19segmentationstep1/Image/107_22.npy,D:\Data\kits19\kits19segmentationstep1/Mask/107_22.npy
D:\Data\kits19\kits19segmentationstep1/Image/107_23.npy,D:\Data\kits19\kits19segmentationstep1/Mask/107_23.npy
D:\Data\kits19\kits19segmentationstep1/Image/107_24.npy,D:\Data\kits19\kits19segmentationstep1/Mask/107_24.npy
D:\Data\kits19\kits19segmentationstep1/Image/107_25.npy,D:\Data\kits19\kits19segmentationstep1/Mask/107_25.npy
D:\Data\kits19\kits19segmentationstep1/Image/107_26.npy,D:\Data\kits19\kits19segmentationstep1/Mask/107_26.npy
D:\Data\kits19\kits19segmentationstep1/Image/107_27.npy,D:\Data\kits19\kits19segmentationstep1/Mask/107_27.npy
D:\Data\kits19\kits19segmentationstep1/Image/107_28.npy,D:\Data\kits19\kits19segmentationstep1/Mask/107_28.npy
D:\Data\kits19\kits19segmentationstep1/Image/107_29.npy,D:\Data\kits19\kits19segmentationstep1/Mask/107_29.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_15.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_15.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_16.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_16.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_17.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_17.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_18.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_18.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_19.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_19.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_20.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_20.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_21.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_21.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_22.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_22.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_23.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_23.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_24.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_24.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_25.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_25.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_26.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_26.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_27.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_27.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_28.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_28.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_29.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_29.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_31.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_31.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_32.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_32.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_33.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_33.npy
D:\Data\kits19\kits19segmentationstep1/Image/108_34.npy,D:\Data\kits19\kits19segmentationstep1/Mask/108_34.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_12.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_12.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_13.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_13.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_14.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_14.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_15.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_15.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_16.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_16.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_17.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_17.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_18.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_18.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_19.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_19.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_20.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_20.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_21.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_21.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_22.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_22.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_23.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_23.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_24.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_24.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_25.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_25.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_26.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_26.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_27.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_27.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_28.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_28.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_29.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_29.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_6.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_6.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_7.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_7.npy
D:\Data\kits19\kits19segmentationstep1/Image/109_8.npy,D:\Data\kits19\kits19segmentationstep1/Mask/109_8.npy
D:\Data\kits19\kits19segmentationstep1/Image/10_13.npy,D:\Data\kits19\kits19segmentationstep1/Mask/10_13.npy
D:\Data\kits19\kits19segmentationstep1/Image/10_14.npy,D:\Data\kits19\kits19segmentationstep1/Mask/10_14.npy
D:\Data\kits19\kits19segmentationstep1/Image/10_15.npy,D:\Data\kits19\kits19segmentationstep1/Mask/10_15.npy
D:\Data\kits19\kits19segmentationstep1/Image/10_16.npy,D:\Data\kits19\kits19segmentationstep1/Mask/10_16.npy
D:\Data\kits19\kits19segmentationstep1/Image/10_19.npy,D:\Data\kits19\kits19segmentationstep1/Mask/10_19.npy
D:\Data\kits19\kits19segmentationstep1/Image/10_20.npy,D:\Data\kits19\kits19segmentationstep1/Mask/10_20.npy
D:\Data\kits19\kits19segmentationstep1/Image/10_21.npy,D:\Data\kits19\kits19segmentationstep1/Mask/10_21.npy
D:\Data\kits19\kits19segmentationstep1/Image/10_22.npy,D:\Data\kits19\kits19segmentationstep1/Mask/10_22.npy
D:\Data\kits19\kits19segmentationstep1/Image/10_25.npy,D:\Data\kits19\kits19segmentationstep1/Mask/10_25.npy
D:\Data\kits19\kits19segmentationstep1/Image/10_26.npy,D:\Data\kits19\kits19segmentationstep1/Mask/10_26.npy
D:\Data\kits19\kits19segmentationstep1/Image/10_27.npy,D:\Data\kits19\kits19segmentationstep1/Mask/10_27.npy
D:\Data\kits19\kits19segmentationstep1/Image/10_28.npy,D:\Data\kits19\kits19segmentationstep1/Mask/10_28.npy
D:\Data\kits19\kits19segmentationstep1/Image/110_12.npy,D:\Data\kits19\kits19segmentationstep1/Mask/110_12.npy
D:\Data\kits19\kits19segmentationstep1/Image/110_13.npy,D:\Data\kits19\kits19segmentationstep1/Mask/110_13.npy
D:\Data\kits19\kits19segmentationstep1/Image/110_14.npy,D:\Data\kits19\kits19segmentationstep1/Mask/110_14.npy
D:\Data\kits19\kits19segmentationstep1/Image/110_15.npy,D:\Data\kits19\kits19segmentationstep1/Mask/110_15.npy
D:\Data\kits19\kits19segmentationstep1/Image/110_16.npy,D:\Data\kits19\kits19segmentationstep1/Mask/110_16.npy
D:\Data\kits19\kits19segmentationstep1/Image/110_17.npy,D:\Data\kits19\kits19segmentationstep1/Mask/110_17.npy
D:\Data\kits19\kits19segmentationstep1/Image/110_18.npy,D:\Data\kits19\kits19segmentationstep1/Mask/110_18.npy
D:\Data\kits19\kits19segmentationstep1/Image/110_19.npy,D:\Data\kits19\kits19segmentationstep1/Mask/110_19.npy
D:\Data\kits19\kits19segmentationstep1/Image/110_20.npy,D:\Data\kits19\kits19segmentationstep1/Mask/110_20.npy
D:\Data\kits19\kits19segmentationstep1/Image/110_21.npy,D:\Data\kits19\kits19segmentationstep1/Mask/110_21.npy
D:\Data\kits19\kits19segmentationstep1/Image/110_22.npy,D:\Data\kits19\kits19segmentationstep1/Mask/110_22.npy
D:\Data\kits19\kits19segmentationstep1/Image/110_23.npy,D:\Data\kits19\kits19segmentationstep1/Mask/110_23.npy
D:\Data\kits19\kits19segmentationstep1/Image/110_24.npy,D:\Data\kits19\kits19segmentationstep1/Mask/110_24.npy
D:\Data\kits19\kits19segmentationstep1/Image/110_25.npy,D:\Data\kits19\kits19segmentationstep1/Mask/110_25.npy
D:\Data\kits19\kits19segmentationstep1/Image/110_26.npy,D:\Data\kits19\kits19segmentationstep1/Mask/110_26.npy
D:\Data\kits19\kits19segmentationstep1/Image/110_27.npy,D:\Data\kits19\kits19segmentationstep1/Mask/110_27.npy
D:\Data\kits19\kits19segmentationstep1/Image/110_28.npy,D:\Data\kits19\kits19segmentationstep1/Mask/110_28.npy
D:\Data\kits19\kits19segmentationstep1/Image/111_13.npy,D:\Data\kits19\kits19segmentationstep1/Mask/111_13.npy
D:\Data\kits19\kits19segmentationstep1/Image/111_14.npy,D:\Data\kits19\kits19segmentationstep1/Mask/111_14.npy
D:\Data\kits19\kits19segmentationstep1/Image/111_15.npy,D:\Data\kits19\kits19segmentationstep1/Mask/111_15.npy
D:\Data\kits19\kits19segmentationstep1/Image/111_16.npy,D:\Data\kits19\kits19segmentationstep1/Mask/111_16.npy
D:\Data\kits19\kits19segmentationstep1/Image/111_17.npy,D:\Data\kits19\kits19segmentationstep1/Mask/111_17.npy
D:\Data\kits19\kits19segmentationstep1/Image/111_18.npy,D:\Data\kits19\kits19segmentationstep1/Mask/111_18.npy
D:\Data\kits19\kits19segmentationstep1/Image/111_19.npy,D:\Data\kits19\kits19segmentationstep1/Mask/111_19.npy
D:\Data\kits19\kits19segmentationstep1/Image/111_20.npy,D:\Data\kits19\kits19segmentationstep1/Mask/111_20.npy
D:\Data\kits19\kits19segmentationstep1/Image/111_21.npy,D:\Data\kits19\kits19segmentationstep1/Mask/111_21.npy
D:\Data\kits19\kits19segmentationstep1/Image/111_22.npy,D:\Data\kits19\kits19segmentationstep1/Mask/111_22.npy
D:\Data\kits19\kits19segmentationstep1/Image/111_23.npy,D:\Data\kits19\kits19segmentationstep1/Mask/111_23.npy
D:\Data\kits19\kits19segmentationstep1/Image/111_24.npy,D:\Data\kits19\kits19segmentationstep1/Mask/111_24.npy
D:\Data\kits19\kits19segmentationstep1/Image/111_25.npy,D:\Data\kits19\kits19segmentationstep1/Mask/111_25.npy
D:\Data\kits19\kits19segmentationstep1/Image/111_26.npy,D:\Data\kits19\kits19segmentationstep1/Mask/111_26.npy
D:\Data\kits19\kits19segmentationstep1/Image/111_27.npy,D:\Data\kits19\kits19segmentationstep1/Mask/111_27.npy
D:\Data\kits19\kits19segmentationstep1/Image/111_28.npy,D:\Data\kits19\kits19segmentationstep1/Mask/111_28.npy
D:\Data\kits19\kits19segmentationstep1/Image/111_29.npy,D:\Data\kits19\kits19segmentationstep1/Mask/111_29.npy
D:\Data\kits19\kits19segmentationstep1/Image/112_12.npy,D:\Data\kits19\kits19segmentationstep1/Mask/112_12.npy
D:\Data\kits19\kits19segmentationstep1/Image/112_13.npy,D:\Data\kits19\kits19segmentationstep1/Mask/112_13.npy
D:\Data\kits19\kits19segmentationstep1/Image/112_14.npy,D:\Data\kits19\kits19segmentationstep1/Mask/112_14.npy
D:\Data\kits19\kits19segmentationstep1/Image/112_15.npy,D:\Data\kits19\kits19segmentationstep1/Mask/112_15.npy
D:\Data\kits19\kits19segmentationstep1/Image/112_16.npy,D:\Data\kits19\kits19segmentationstep1/Mask/112_16.npy
D:\Data\kits19\kits19segmentationstep1/Image/112_17.npy,D:\Data\kits19\kits19segmentationstep1/Mask/112_17.npy
D:\Data\kits19\kits19segmentationstep1/Image/112_18.npy,D:\Data\kits19\kits19segmentationstep1/Mask/112_18.npy
D:\Data\kits19\kits19segmentationstep1/Image/112_19.npy,D:\Data\kits19\kits19segmentationstep1/Mask/112_19.npy
