Image,Mask
D:\Data\kits19\kits19tumorsegmentation/Image/102_75.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/102_75.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/102_84.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/102_84.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/102_86.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/102_86.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/103_72.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/103_72.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/103_82.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/103_82.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/103_83.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/103_83.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/104_11.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/104_11.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/104_110.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/104_110.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/104_112.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/104_112.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/104_116.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/104_116.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/104_14.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/104_14.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/104_22.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/104_22.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/104_75.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/104_75.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/104_76.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/104_76.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/104_77.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/104_77.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/104_8.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/104_8.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/105_13.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/105_13.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/105_14.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/105_14.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/105_35.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/105_35.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/105_36.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/105_36.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/105_39.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/105_39.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/105_40.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/105_40.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/105_47.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/105_47.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/105_7.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/105_7.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/106_64.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/106_64.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/106_68.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/106_68.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/106_75.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/106_75.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/106_79.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/106_79.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_106.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_106.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_110.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_110.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_122.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_122.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_124.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_124.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_127.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_127.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_20.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_20.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_39.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_39.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_46.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_46.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_51.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_51.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_52.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_52.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_54.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_54.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_64.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_64.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_65.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_65.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_69.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_69.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_72.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_72.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_76.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_76.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_82.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_82.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_85.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_85.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/107_93.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/107_93.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_102.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_102.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_104.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_104.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_105.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_105.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_109.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_109.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_112.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_112.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_114.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_114.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_115.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_115.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_119.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_119.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_40.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_40.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_51.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_51.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_58.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_58.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_61.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_61.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_66.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_66.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_69.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_69.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_74.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_74.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_78.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_78.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_81.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_81.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_82.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_82.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/108_95.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/108_95.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/109_115.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/109_115.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/109_65.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/109_65.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/109_67.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/109_67.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/109_73.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/109_73.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/109_79.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/109_79.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/109_81.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/109_81.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/109_84.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/109_84.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/109_94.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/109_94.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/109_99.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/109_99.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/10_11.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/10_11.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/10_12.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/10_12.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/10_14.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/10_14.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/10_16.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/10_16.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/10_17.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/10_17.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/10_22.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/10_22.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/10_24.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/10_24.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/10_25.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/10_25.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/10_30.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/10_30.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/10_36.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/10_36.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/110_81.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/110_81.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/110_85.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/110_85.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/110_86.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/110_86.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/110_88.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/110_88.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/110_90.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/110_90.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/111_40.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/111_40.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/111_42.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/111_42.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/111_46.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/111_46.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/111_49.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/111_49.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/111_50.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/111_50.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/111_53.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/111_53.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/111_55.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/111_55.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/111_59.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/111_59.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/111_60.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/111_60.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/111_72.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/111_72.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/111_76.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/111_76.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/112_102.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/112_102.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/112_104.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/112_104.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/112_105.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/112_105.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/112_106.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/112_106.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/112_110.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/112_110.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/112_112.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/112_112.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/112_114.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/112_114.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/112_61.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/112_61.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/112_67.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/112_67.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/112_71.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/112_71.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/112_79.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/112_79.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/112_80.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/112_80.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/112_84.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/112_84.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/112_87.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/112_87.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/112_96.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/112_96.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/112_97.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/112_97.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/113_17.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/113_17.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/113_18.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/113_18.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/113_20.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/113_20.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/113_37.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/113_37.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/113_38.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/113_38.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/113_45.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/113_45.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/113_46.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/113_46.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/113_5.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/113_5.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/113_54.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/113_54.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/113_55.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/113_55.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/113_57.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/113_57.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/113_79.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/113_79.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_102.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_102.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_104.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_104.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_108.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_108.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_116.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_116.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_12.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_12.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_124.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_124.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_131.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_131.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_137.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_137.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_146.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_146.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_159.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_159.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_161.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_161.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_166.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_166.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_169.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_169.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_173.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_173.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_179.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_179.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_189.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_189.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_19.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_19.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_195.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_195.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_197.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_197.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_199.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_199.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_200.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_200.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_205.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_205.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_207.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_207.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_210.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_210.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_222.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_222.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_223.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_223.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_224.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_224.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_226.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_226.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_23.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_23.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_237.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_237.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_247.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_247.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_248.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_248.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_25.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_25.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_256.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_256.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_257.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_257.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_263.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_263.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_265.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_265.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_273.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_273.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_278.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_278.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_286.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_286.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_299.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_299.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_30.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_30.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_304.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_304.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_31.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_31.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_311.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_311.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_313.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_313.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_322.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_322.bmp
D:\Data\kits19\kits19tumorsegmentation/Image/114_325.bmp,D:\Data\kits19\kits19tumorsegmentation/Mask/114_325.bmp
