Image,Mask
D:\Data\KiTS\kits19segmentation/Image/0_458.npy,D:\Data\KiTS\kits19segmentation/Mask/0_458.npy
D:\Data\KiTS\kits19segmentation/Image/0_459.npy,D:\Data\KiTS\kits19segmentation/Mask/0_459.npy
D:\Data\KiTS\kits19segmentation/Image/0_460.npy,D:\Data\KiTS\kits19segmentation/Mask/0_460.npy
D:\Data\KiTS\kits19segmentation/Image/0_481.npy,D:\Data\KiTS\kits19segmentation/Mask/0_481.npy
D:\Data\KiTS\kits19segmentation/Image/0_482.npy,D:\Data\KiTS\kits19segmentation/Mask/0_482.npy
D:\Data\KiTS\kits19segmentation/Image/0_487.npy,D:\Data\KiTS\kits19segmentation/Mask/0_487.npy
D:\Data\KiTS\kits19segmentation/Image/0_488.npy,D:\Data\KiTS\kits19segmentation/Mask/0_488.npy
D:\Data\KiTS\kits19segmentation/Image/0_489.npy,D:\Data\KiTS\kits19segmentation/Mask/0_489.npy
D:\Data\KiTS\kits19segmentation/Image/0_490.npy,D:\Data\KiTS\kits19segmentation/Mask/0_490.npy
D:\Data\KiTS\kits19segmentation/Image/0_493.npy,D:\Data\KiTS\kits19segmentation/Mask/0_493.npy
D:\Data\KiTS\kits19segmentation/Image/0_494.npy,D:\Data\KiTS\kits19segmentation/Mask/0_494.npy
D:\Data\KiTS\kits19segmentation/Image/0_495.npy,D:\Data\KiTS\kits19segmentation/Mask/0_495.npy
D:\Data\KiTS\kits19segmentation/Image/0_496.npy,D:\Data\KiTS\kits19segmentation/Mask/0_496.npy
D:\Data\KiTS\kits19segmentation/Image/0_517.npy,D:\Data\KiTS\kits19segmentation/Mask/0_517.npy
D:\Data\KiTS\kits19segmentation/Image/0_518.npy,D:\Data\KiTS\kits19segmentation/Mask/0_518.npy
D:\Data\KiTS\kits19segmentation/Image/0_523.npy,D:\Data\KiTS\kits19segmentation/Mask/0_523.npy
D:\Data\KiTS\kits19segmentation/Image/0_524.npy,D:\Data\KiTS\kits19segmentation/Mask/0_524.npy
D:\Data\KiTS\kits19segmentation/Image/0_525.npy,D:\Data\KiTS\kits19segmentation/Mask/0_525.npy
D:\Data\KiTS\kits19segmentation/Image/0_526.npy,D:\Data\KiTS\kits19segmentation/Mask/0_526.npy
D:\Data\KiTS\kits19segmentation/Image/0_529.npy,D:\Data\KiTS\kits19segmentation/Mask/0_529.npy
D:\Data\KiTS\kits19segmentation/Image/0_530.npy,D:\Data\KiTS\kits19segmentation/Mask/0_530.npy
D:\Data\KiTS\kits19segmentation/Image/0_531.npy,D:\Data\KiTS\kits19segmentation/Mask/0_531.npy
D:\Data\KiTS\kits19segmentation/Image/0_532.npy,D:\Data\KiTS\kits19segmentation/Mask/0_532.npy
D:\Data\KiTS\kits19segmentation/Image/0_553.npy,D:\Data\KiTS\kits19segmentation/Mask/0_553.npy
D:\Data\KiTS\kits19segmentation/Image/0_554.npy,D:\Data\KiTS\kits19segmentation/Mask/0_554.npy
D:\Data\KiTS\kits19segmentation/Image/0_559.npy,D:\Data\KiTS\kits19segmentation/Mask/0_559.npy
D:\Data\KiTS\kits19segmentation/Image/0_560.npy,D:\Data\KiTS\kits19segmentation/Mask/0_560.npy
D:\Data\KiTS\kits19segmentation/Image/0_561.npy,D:\Data\KiTS\kits19segmentation/Mask/0_561.npy
D:\Data\KiTS\kits19segmentation/Image/0_562.npy,D:\Data\KiTS\kits19segmentation/Mask/0_562.npy
D:\Data\KiTS\kits19segmentation/Image/0_565.npy,D:\Data\KiTS\kits19segmentation/Mask/0_565.npy
D:\Data\KiTS\kits19segmentation/Image/0_566.npy,D:\Data\KiTS\kits19segmentation/Mask/0_566.npy
D:\Data\KiTS\kits19segmentation/Image/0_567.npy,D:\Data\KiTS\kits19segmentation/Mask/0_567.npy
D:\Data\KiTS\kits19segmentation/Image/0_568.npy,D:\Data\KiTS\kits19segmentation/Mask/0_568.npy
D:\Data\KiTS\kits19segmentation/Image/0_57.npy,D:\Data\KiTS\kits19segmentation/Mask/0_57.npy
D:\Data\KiTS\kits19segmentation/Image/0_58.npy,D:\Data\KiTS\kits19segmentation/Mask/0_58.npy
D:\Data\KiTS\kits19segmentation/Image/0_589.npy,D:\Data\KiTS\kits19segmentation/Mask/0_589.npy
D:\Data\KiTS\kits19segmentation/Image/0_590.npy,D:\Data\KiTS\kits19segmentation/Mask/0_590.npy
D:\Data\KiTS\kits19segmentation/Image/0_595.npy,D:\Data\KiTS\kits19segmentation/Mask/0_595.npy
D:\Data\KiTS\kits19segmentation/Image/0_596.npy,D:\Data\KiTS\kits19segmentation/Mask/0_596.npy
D:\Data\KiTS\kits19segmentation/Image/0_597.npy,D:\Data\KiTS\kits19segmentation/Mask/0_597.npy
D:\Data\KiTS\kits19segmentation/Image/0_598.npy,D:\Data\KiTS\kits19segmentation/Mask/0_598.npy
D:\Data\KiTS\kits19segmentation/Image/0_601.npy,D:\Data\KiTS\kits19segmentation/Mask/0_601.npy
D:\Data\KiTS\kits19segmentation/Image/0_602.npy,D:\Data\KiTS\kits19segmentation/Mask/0_602.npy
D:\Data\KiTS\kits19segmentation/Image/0_603.npy,D:\Data\KiTS\kits19segmentation/Mask/0_603.npy
D:\Data\KiTS\kits19segmentation/Image/0_604.npy,D:\Data\KiTS\kits19segmentation/Mask/0_604.npy
D:\Data\KiTS\kits19segmentation/Image/0_625.npy,D:\Data\KiTS\kits19segmentation/Mask/0_625.npy
D:\Data\KiTS\kits19segmentation/Image/0_626.npy,D:\Data\KiTS\kits19segmentation/Mask/0_626.npy
D:\Data\KiTS\kits19segmentation/Image/0_63.npy,D:\Data\KiTS\kits19segmentation/Mask/0_63.npy
D:\Data\KiTS\kits19segmentation/Image/0_631.npy,D:\Data\KiTS\kits19segmentation/Mask/0_631.npy
D:\Data\KiTS\kits19segmentation/Image/0_632.npy,D:\Data\KiTS\kits19segmentation/Mask/0_632.npy
D:\Data\KiTS\kits19segmentation/Image/0_633.npy,D:\Data\KiTS\kits19segmentation/Mask/0_633.npy
D:\Data\KiTS\kits19segmentation/Image/0_634.npy,D:\Data\KiTS\kits19segmentation/Mask/0_634.npy
D:\Data\KiTS\kits19segmentation/Image/0_637.npy,D:\Data\KiTS\kits19segmentation/Mask/0_637.npy
D:\Data\KiTS\kits19segmentation/Image/0_638.npy,D:\Data\KiTS\kits19segmentation/Mask/0_638.npy
D:\Data\KiTS\kits19segmentation/Image/0_639.npy,D:\Data\KiTS\kits19segmentation/Mask/0_639.npy
D:\Data\KiTS\kits19segmentation/Image/0_64.npy,D:\Data\KiTS\kits19segmentation/Mask/0_64.npy
D:\Data\KiTS\kits19segmentation/Image/0_640.npy,D:\Data\KiTS\kits19segmentation/Mask/0_640.npy
D:\Data\KiTS\kits19segmentation/Image/0_661.npy,D:\Data\KiTS\kits19segmentation/Mask/0_661.npy
D:\Data\KiTS\kits19segmentation/Image/0_662.npy,D:\Data\KiTS\kits19segmentation/Mask/0_662.npy
D:\Data\KiTS\kits19segmentation/Image/0_667.npy,D:\Data\KiTS\kits19segmentation/Mask/0_667.npy
D:\Data\KiTS\kits19segmentation/Image/0_668.npy,D:\Data\KiTS\kits19segmentation/Mask/0_668.npy
D:\Data\KiTS\kits19segmentation/Image/0_669.npy,D:\Data\KiTS\kits19segmentation/Mask/0_669.npy
D:\Data\KiTS\kits19segmentation/Image/0_670.npy,D:\Data\KiTS\kits19segmentation/Mask/0_670.npy
D:\Data\KiTS\kits19segmentation/Image/0_673.npy,D:\Data\KiTS\kits19segmentation/Mask/0_673.npy
D:\Data\KiTS\kits19segmentation/Image/0_674.npy,D:\Data\KiTS\kits19segmentation/Mask/0_674.npy
D:\Data\KiTS\kits19segmentation/Image/0_675.npy,D:\Data\KiTS\kits19segmentation/Mask/0_675.npy
D:\Data\KiTS\kits19segmentation/Image/0_676.npy,D:\Data\KiTS\kits19segmentation/Mask/0_676.npy
D:\Data\KiTS\kits19segmentation/Image/0_697.npy,D:\Data\KiTS\kits19segmentation/Mask/0_697.npy
D:\Data\KiTS\kits19segmentation/Image/0_698.npy,D:\Data\KiTS\kits19segmentation/Mask/0_698.npy
D:\Data\KiTS\kits19segmentation/Image/0_703.npy,D:\Data\KiTS\kits19segmentation/Mask/0_703.npy
D:\Data\KiTS\kits19segmentation/Image/0_704.npy,D:\Data\KiTS\kits19segmentation/Mask/0_704.npy
D:\Data\KiTS\kits19segmentation/Image/0_705.npy,D:\Data\KiTS\kits19segmentation/Mask/0_705.npy
D:\Data\KiTS\kits19segmentation/Image/0_706.npy,D:\Data\KiTS\kits19segmentation/Mask/0_706.npy
D:\Data\KiTS\kits19segmentation/Image/0_709.npy,D:\Data\KiTS\kits19segmentation/Mask/0_709.npy
D:\Data\KiTS\kits19segmentation/Image/0_710.npy,D:\Data\KiTS\kits19segmentation/Mask/0_710.npy
D:\Data\KiTS\kits19segmentation/Image/0_711.npy,D:\Data\KiTS\kits19segmentation/Mask/0_711.npy
D:\Data\KiTS\kits19segmentation/Image/0_712.npy,D:\Data\KiTS\kits19segmentation/Mask/0_712.npy
D:\Data\KiTS\kits19segmentation/Image/0_733.npy,D:\Data\KiTS\kits19segmentation/Mask/0_733.npy
D:\Data\KiTS\kits19segmentation/Image/0_734.npy,D:\Data\KiTS\kits19segmentation/Mask/0_734.npy
D:\Data\KiTS\kits19segmentation/Image/0_739.npy,D:\Data\KiTS\kits19segmentation/Mask/0_739.npy
D:\Data\KiTS\kits19segmentation/Image/0_740.npy,D:\Data\KiTS\kits19segmentation/Mask/0_740.npy
D:\Data\KiTS\kits19segmentation/Image/0_741.npy,D:\Data\KiTS\kits19segmentation/Mask/0_741.npy
D:\Data\KiTS\kits19segmentation/Image/0_742.npy,D:\Data\KiTS\kits19segmentation/Mask/0_742.npy
D:\Data\KiTS\kits19segmentation/Image/0_745.npy,D:\Data\KiTS\kits19segmentation/Mask/0_745.npy
D:\Data\KiTS\kits19segmentation/Image/0_746.npy,D:\Data\KiTS\kits19segmentation/Mask/0_746.npy
D:\Data\KiTS\kits19segmentation/Image/0_747.npy,D:\Data\KiTS\kits19segmentation/Mask/0_747.npy
D:\Data\KiTS\kits19segmentation/Image/0_748.npy,D:\Data\KiTS\kits19segmentation/Mask/0_748.npy
D:\Data\KiTS\kits19segmentation/Image/0_769.npy,D:\Data\KiTS\kits19segmentation/Mask/0_769.npy
D:\Data\KiTS\kits19segmentation/Image/0_770.npy,D:\Data\KiTS\kits19segmentation/Mask/0_770.npy
D:\Data\KiTS\kits19segmentation/Image/0_775.npy,D:\Data\KiTS\kits19segmentation/Mask/0_775.npy
D:\Data\KiTS\kits19segmentation/Image/0_776.npy,D:\Data\KiTS\kits19segmentation/Mask/0_776.npy
D:\Data\KiTS\kits19segmentation/Image/0_777.npy,D:\Data\KiTS\kits19segmentation/Mask/0_777.npy
D:\Data\KiTS\kits19segmentation/Image/0_778.npy,D:\Data\KiTS\kits19segmentation/Mask/0_778.npy
D:\Data\KiTS\kits19segmentation/Image/0_781.npy,D:\Data\KiTS\kits19segmentation/Mask/0_781.npy
D:\Data\KiTS\kits19segmentation/Image/0_782.npy,D:\Data\KiTS\kits19segmentation/Mask/0_782.npy
D:\Data\KiTS\kits19segmentation/Image/0_783.npy,D:\Data\KiTS\kits19segmentation/Mask/0_783.npy
D:\Data\KiTS\kits19segmentation/Image/0_784.npy,D:\Data\KiTS\kits19segmentation/Mask/0_784.npy
D:\Data\KiTS\kits19segmentation/Image/0_805.npy,D:\Data\KiTS\kits19segmentation/Mask/0_805.npy
D:\Data\KiTS\kits19segmentation/Image/0_806.npy,D:\Data\KiTS\kits19segmentation/Mask/0_806.npy
D:\Data\KiTS\kits19segmentation/Image/0_811.npy,D:\Data\KiTS\kits19segmentation/Mask/0_811.npy
D:\Data\KiTS\kits19segmentation/Image/0_812.npy,D:\Data\KiTS\kits19segmentation/Mask/0_812.npy
D:\Data\KiTS\kits19segmentation/Image/0_813.npy,D:\Data\KiTS\kits19segmentation/Mask/0_813.npy
D:\Data\KiTS\kits19segmentation/Image/0_814.npy,D:\Data\KiTS\kits19segmentation/Mask/0_814.npy
D:\Data\KiTS\kits19segmentation/Image/0_817.npy,D:\Data\KiTS\kits19segmentation/Mask/0_817.npy
D:\Data\KiTS\kits19segmentation/Image/0_818.npy,D:\Data\KiTS\kits19segmentation/Mask/0_818.npy
D:\Data\KiTS\kits19segmentation/Image/0_819.npy,D:\Data\KiTS\kits19segmentation/Mask/0_819.npy
D:\Data\KiTS\kits19segmentation/Image/0_820.npy,D:\Data\KiTS\kits19segmentation/Mask/0_820.npy
D:\Data\KiTS\kits19segmentation/Image/0_841.npy,D:\Data\KiTS\kits19segmentation/Mask/0_841.npy
D:\Data\KiTS\kits19segmentation/Image/0_842.npy,D:\Data\KiTS\kits19segmentation/Mask/0_842.npy
D:\Data\KiTS\kits19segmentation/Image/0_847.npy,D:\Data\KiTS\kits19segmentation/Mask/0_847.npy
D:\Data\KiTS\kits19segmentation/Image/0_848.npy,D:\Data\KiTS\kits19segmentation/Mask/0_848.npy
D:\Data\KiTS\kits19segmentation/Image/0_853.npy,D:\Data\KiTS\kits19segmentation/Mask/0_853.npy
D:\Data\KiTS\kits19segmentation/Image/0_854.npy,D:\Data\KiTS\kits19segmentation/Mask/0_854.npy
D:\Data\KiTS\kits19segmentation/Image/0_93.npy,D:\Data\KiTS\kits19segmentation/Mask/0_93.npy
D:\Data\KiTS\kits19segmentation/Image/0_94.npy,D:\Data\KiTS\kits19segmentation/Mask/0_94.npy
D:\Data\KiTS\kits19segmentation/Image/0_99.npy,D:\Data\KiTS\kits19segmentation/Mask/0_99.npy
D:\Data\KiTS\kits19segmentation/Image/100_100.npy,D:\Data\KiTS\kits19segmentation/Mask/100_100.npy
D:\Data\KiTS\kits19segmentation/Image/100_123.npy,D:\Data\KiTS\kits19segmentation/Mask/100_123.npy
D:\Data\KiTS\kits19segmentation/Image/100_124.npy,D:\Data\KiTS\kits19segmentation/Mask/100_124.npy
D:\Data\KiTS\kits19segmentation/Image/100_129.npy,D:\Data\KiTS\kits19segmentation/Mask/100_129.npy
D:\Data\KiTS\kits19segmentation/Image/100_130.npy,D:\Data\KiTS\kits19segmentation/Mask/100_130.npy
D:\Data\KiTS\kits19segmentation/Image/100_135.npy,D:\Data\KiTS\kits19segmentation/Mask/100_135.npy
D:\Data\KiTS\kits19segmentation/Image/100_136.npy,D:\Data\KiTS\kits19segmentation/Mask/100_136.npy
D:\Data\KiTS\kits19segmentation/Image/100_15.npy,D:\Data\KiTS\kits19segmentation/Mask/100_15.npy
D:\Data\KiTS\kits19segmentation/Image/100_159.npy,D:\Data\KiTS\kits19segmentation/Mask/100_159.npy
D:\Data\KiTS\kits19segmentation/Image/100_16.npy,D:\Data\KiTS\kits19segmentation/Mask/100_16.npy
D:\Data\KiTS\kits19segmentation/Image/100_160.npy,D:\Data\KiTS\kits19segmentation/Mask/100_160.npy
D:\Data\KiTS\kits19segmentation/Image/100_165.npy,D:\Data\KiTS\kits19segmentation/Mask/100_165.npy
D:\Data\KiTS\kits19segmentation/Image/100_166.npy,D:\Data\KiTS\kits19segmentation/Mask/100_166.npy
D:\Data\KiTS\kits19segmentation/Image/100_171.npy,D:\Data\KiTS\kits19segmentation/Mask/100_171.npy
D:\Data\KiTS\kits19segmentation/Image/100_172.npy,D:\Data\KiTS\kits19segmentation/Mask/100_172.npy
D:\Data\KiTS\kits19segmentation/Image/100_195.npy,D:\Data\KiTS\kits19segmentation/Mask/100_195.npy
D:\Data\KiTS\kits19segmentation/Image/100_196.npy,D:\Data\KiTS\kits19segmentation/Mask/100_196.npy
D:\Data\KiTS\kits19segmentation/Image/100_199.npy,D:\Data\KiTS\kits19segmentation/Mask/100_199.npy
D:\Data\KiTS\kits19segmentation/Image/100_200.npy,D:\Data\KiTS\kits19segmentation/Mask/100_200.npy
D:\Data\KiTS\kits19segmentation/Image/100_201.npy,D:\Data\KiTS\kits19segmentation/Mask/100_201.npy
D:\Data\KiTS\kits19segmentation/Image/100_202.npy,D:\Data\KiTS\kits19segmentation/Mask/100_202.npy
D:\Data\KiTS\kits19segmentation/Image/100_205.npy,D:\Data\KiTS\kits19segmentation/Mask/100_205.npy
D:\Data\KiTS\kits19segmentation/Image/100_206.npy,D:\Data\KiTS\kits19segmentation/Mask/100_206.npy
D:\Data\KiTS\kits19segmentation/Image/100_207.npy,D:\Data\KiTS\kits19segmentation/Mask/100_207.npy
D:\Data\KiTS\kits19segmentation/Image/100_208.npy,D:\Data\KiTS\kits19segmentation/Mask/100_208.npy
D:\Data\KiTS\kits19segmentation/Image/100_21.npy,D:\Data\KiTS\kits19segmentation/Mask/100_21.npy
D:\Data\KiTS\kits19segmentation/Image/100_22.npy,D:\Data\KiTS\kits19segmentation/Mask/100_22.npy
D:\Data\KiTS\kits19segmentation/Image/100_231.npy,D:\Data\KiTS\kits19segmentation/Mask/100_231.npy
D:\Data\KiTS\kits19segmentation/Image/100_232.npy,D:\Data\KiTS\kits19segmentation/Mask/100_232.npy
D:\Data\KiTS\kits19segmentation/Image/100_235.npy,D:\Data\KiTS\kits19segmentation/Mask/100_235.npy
D:\Data\KiTS\kits19segmentation/Image/100_236.npy,D:\Data\KiTS\kits19segmentation/Mask/100_236.npy
D:\Data\KiTS\kits19segmentation/Image/100_237.npy,D:\Data\KiTS\kits19segmentation/Mask/100_237.npy
D:\Data\KiTS\kits19segmentation/Image/100_238.npy,D:\Data\KiTS\kits19segmentation/Mask/100_238.npy
D:\Data\KiTS\kits19segmentation/Image/100_241.npy,D:\Data\KiTS\kits19segmentation/Mask/100_241.npy
D:\Data\KiTS\kits19segmentation/Image/100_242.npy,D:\Data\KiTS\kits19segmentation/Mask/100_242.npy
D:\Data\KiTS\kits19segmentation/Image/100_243.npy,D:\Data\KiTS\kits19segmentation/Mask/100_243.npy
D:\Data\KiTS\kits19segmentation/Image/100_244.npy,D:\Data\KiTS\kits19segmentation/Mask/100_244.npy
D:\Data\KiTS\kits19segmentation/Image/100_265.npy,D:\Data\KiTS\kits19segmentation/Mask/100_265.npy
D:\Data\KiTS\kits19segmentation/Image/100_266.npy,D:\Data\KiTS\kits19segmentation/Mask/100_266.npy
