Image,Mask
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_21.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_21.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_25.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_25.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_26.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_26.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_27.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_27.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_49.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_49.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_50.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_50.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_51.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_51.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_55.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_55.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_56.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_56.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_57.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_57.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_61.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_61.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_62.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_62.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_63.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_63.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_85.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_85.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_86.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_86.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_87.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_87.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_91.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_91.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_92.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_92.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_93.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_93.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_97.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_97.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_98.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_98.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/102_99.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/102_99.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_100.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_100.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_123.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_123.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_124.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_124.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_129.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_129.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_130.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_130.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_135.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_135.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_136.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_136.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_15.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_15.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_159.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_159.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_16.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_16.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_160.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_160.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_165.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_165.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_166.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_166.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_171.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_171.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_172.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_172.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_195.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_195.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_196.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_196.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_201.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_201.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_202.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_202.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_207.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_207.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_208.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_208.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_21.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_21.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_22.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_22.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_51.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_51.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_52.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_52.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_57.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_57.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_58.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_58.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_87.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_87.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_88.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_88.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_93.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_93.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_94.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_94.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/103_99.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/103_99.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_120.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_120.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_121.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_121.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_122.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_122.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_126.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_126.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_127.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_127.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_128.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_128.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_133.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_133.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_134.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_134.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_21.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_21.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_22.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_22.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_27.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_27.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_28.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_28.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_29.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_29.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_33.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_33.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_34.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_34.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_48.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_48.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_49.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_49.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_50.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_50.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_54.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_54.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_55.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_55.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_56.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_56.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_57.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_57.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_58.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_58.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_63.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_63.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_64.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_64.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_65.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_65.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_69.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_69.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_70.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_70.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_84.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_84.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_85.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_85.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_86.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_86.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_90.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_90.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_91.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_91.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_92.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_92.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_97.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_97.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/104_98.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/104_98.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/105_19.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/105_19.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/105_20.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/105_20.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/105_25.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/105_25.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/105_26.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/105_26.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/105_55.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/105_55.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/105_56.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/105_56.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/105_61.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/105_61.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/105_62.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/105_62.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/105_91.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/105_91.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/105_92.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/105_92.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/105_97.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/105_97.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/105_98.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/105_98.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/106_21.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/106_21.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/106_22.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/106_22.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/106_27.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/106_27.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/106_28.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/106_28.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_100.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_100.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_101.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_101.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_123.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_123.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_124.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_124.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_125.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_125.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_129.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_129.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_130.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_130.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_131.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_131.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_135.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_135.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_136.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_136.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_137.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_137.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_15.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_15.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_159.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_159.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_16.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_16.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_160.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_160.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_161.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_161.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_165.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_165.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_166.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_166.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_167.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_167.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_17.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_17.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_171.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_171.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_172.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_172.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_173.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_173.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_21.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_21.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_22.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_22.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_23.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_23.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_27.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_27.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_28.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_28.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_29.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_29.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_51.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_51.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_52.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_52.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_53.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_53.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_57.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_57.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_58.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_58.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_59.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_59.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_63.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_63.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_64.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_64.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_65.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_65.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_87.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_87.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_88.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_88.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_89.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_89.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_93.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_93.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_94.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_94.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_95.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_95.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/107_99.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/107_99.npy
D:\Data\kits19\kits19tumor3dsegmentation/Image/108_100.npy,D:\Data\kits19\kits19tumor3dsegmentation/Mask/108_100.npy
