Image,Mask
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_223.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_223.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_224.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_224.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_225.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_225.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_226.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_226.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_227.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_227.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_228.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_228.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_229.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_229.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_230.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_230.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_231.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_231.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_232.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_232.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_233.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_233.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_234.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_234.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_235.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_235.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_236.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_236.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_237.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_237.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_238.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_238.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_239.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_239.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_240.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_240.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_241.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_241.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_242.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_242.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_243.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_243.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_244.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_244.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_245.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_245.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_246.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_246.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_247.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_247.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_248.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_248.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_249.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_249.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_250.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_250.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_251.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_251.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_252.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_252.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_253.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_253.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_254.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_254.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_255.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_255.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_256.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_256.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_257.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_257.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_258.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_258.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/0_259.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/0_259.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_129.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_129.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_130.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_130.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_131.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_131.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_132.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_132.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_133.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_133.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_134.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_134.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_135.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_135.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_136.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_136.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_137.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_137.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_138.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_138.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_139.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_139.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_140.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_140.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_141.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_141.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_142.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_142.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_143.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_143.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_144.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_144.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_145.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_145.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_146.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_146.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_147.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_147.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_148.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_148.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_149.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_149.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_150.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_150.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_151.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_151.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_152.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_152.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_153.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_153.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_154.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_154.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_155.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_155.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/100_156.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/100_156.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_10.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_10.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_11.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_11.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_12.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_12.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_13.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_13.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_14.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_14.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_15.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_15.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_16.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_16.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_17.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_17.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_18.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_18.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_19.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_19.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_20.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_20.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_21.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_21.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_22.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_22.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_23.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_23.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_24.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_24.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_25.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_25.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_26.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_26.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_27.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_27.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_28.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_28.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_29.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_29.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_30.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_30.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_31.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_31.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_32.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_32.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_33.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_33.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_34.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_34.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_35.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_35.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_36.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_36.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_37.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_37.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_38.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_38.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_39.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_39.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_40.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_40.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_41.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_41.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_42.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_42.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_43.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_43.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_44.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_44.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_45.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_45.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_46.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_46.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_47.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_47.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_48.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_48.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_49.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_49.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_5.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_5.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_50.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_50.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_51.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_51.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_52.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_52.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_53.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_53.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_6.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_6.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_7.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_7.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_8.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_8.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/101_9.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/101_9.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_10.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_10.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_11.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_11.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_12.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_12.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_13.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_13.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_14.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_14.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_15.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_15.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_16.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_16.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_17.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_17.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_18.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_18.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_19.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_19.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_20.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_20.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_21.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_21.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_22.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_22.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_23.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_23.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_24.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_24.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_25.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_25.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_26.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_26.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_27.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_27.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_28.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_28.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_29.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_29.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_30.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_30.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_31.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_31.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_32.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_32.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_33.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_33.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_34.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_34.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_35.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_35.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_36.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_36.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_37.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_37.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_38.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_38.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_39.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_39.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_40.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_40.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_41.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_41.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_42.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_42.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_43.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_43.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_44.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_44.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_45.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_45.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_46.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_46.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_47.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_47.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_48.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_48.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_49.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_49.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_5.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_5.bmp
E:\junqiangchen\data\kits19\kits19tumorsegmentation/Image/102_50.bmp,E:\junqiangchen\data\kits19\kits19tumorsegmentation/Mask/102_50.bmp
